pagamento_id,cliente_id,produto_id,data_pagamento,valor_pago,valor_juros,atraso_dias
592,191,60,2025-07-22,1845.92,279.64,0
593,175,467,2024-09-17,1402.84,261.55,0
594,1,434,2024-09-21,1514.39,15.28,0
595,387,879,2025-07-27,1685.32,47.28,0
596,229,66,2023-12-21,768.11,153.87,0
597,86,910,2024-08-20,219.46,143.68,0
598,62,565,2025-03-18,1282.86,215.43,0
599,320,928,2025-07-01,458.48,36.02,0
600,401,106,2023-10-11,1181.18,197.01,0
601,382,96,2025-03-26,1505.07,188.75,0
602,206,988,2025-06-29,1588.91,77.75,0
603,105,688,2024-12-05,673.49,167.29,5
604,318,551,2025-02-23,1073.62,74.44,5
605,291,168,2025-07-04,1279.83,52.61,0
606,250,42,2024-01-20,1657.01,176.21,0
607,13,879,2024-01-18,1546.64,293.47,0
608,163,104,2024-03-02,1977.15,78.71,0
609,43,845,2023-12-15,115.36,113.05,15
610,386,204,2023-11-06,931.23,84.41,0
611,440,520,2024-11-07,586.48,87.27,0
612,111,975,2025-02-09,327.8,127.22,5
613,205,282,2025-04-20,1831.88,213.54,0
614,384,908,2024-10-06,1996.13,21.25,0
615,256,43,2024-12-30,443.13,287.57,0
616,307,947,2024-04-26,173.02,23.42,0
617,438,110,2025-04-14,622.6,265.56,0
618,144,987,2025-07-26,1686.24,269.37,0
619,146,210,2024-02-04,658.39,162.1,0
620,391,749,2025-06-22,208.11,49.73,0
621,301,868,2024-03-26,199.74,173.89,5
622,164,831,2025-01-27,912.1,192.3,0
623,169,49,2025-06-16,1870.47,258.75,0
624,478,115,2023-12-24,643.25,169.76,0
625,298,155,2024-02-14,911.6,129.11,0
626,233,649,2023-10-29,293.67,253.1,0
627,391,503,2025-06-27,1037.79,294.48,5
628,271,679,2024-10-21,1423.44,197.08,0
629,60,833,2024-08-30,615.19,263.57,0
630,296,711,2023-11-12,663.75,183.63,0
631,467,986,2024-09-04,1699.75,210.04,10
632,235,71,2025-04-30,119.69,209.57,0
633,165,519,2023-09-04,1309.29,214.39,10
634,194,712,2025-03-07,848.38,103.09,0
635,234,336,2024-07-12,666.92,176.94,5
636,368,67,2023-07-31,1349.43,182.3,5
637,183,493,2024-02-23,1685.87,101.37,0
638,333,650,2024-07-22,1160.95,111.46,0
639,232,754,2023-09-25,159.08,231.05,0
640,361,967,2023-10-30,976.66,178.99,0
641,491,213,2023-11-05,979.24,53.27,0
642,107,181,2025-01-21,1133.22,252.91,0
643,378,766,2024-05-22,1374.82,266.1,0
644,223,613,2024-09-09,136.7,145.18,0
645,80,863,2025-01-22,1053.82,70.58,0
646,234,599,2025-05-22,1217.78,284.81,0
647,381,697,2024-06-28,752.37,265.86,0
648,184,603,2024-04-15,1369.89,80.87,0
649,428,248,2025-02-23,533.54,37.72,0
650,185,214,2024-10-07,703.01,137.79,0
651,134,359,2023-11-05,1929.24,206.16,0
652,220,249,2025-03-07,761.33,60.86,0
653,288,638,2024-01-04,758.35,158.83,5
654,364,923,2025-07-14,1231.79,133.37,0
655,202,950,2025-07-29,1944.85,268.26,0
656,370,881,2024-01-10,1967.85,134.57,0
657,146,516,2023-11-16,1201.35,164.8,0
658,324,88,2024-11-18,102.07,287.03,0
659,127,663,2024-07-13,1811.25,96.91,0
660,457,176,2025-06-06,1183.45,93.81,0
661,135,723,2024-09-04,795.39,241.88,0
662,114,426,2024-09-21,1675.47,90.49,0
663,264,771,2025-05-08,859.68,251.24,0
664,64,603,2024-10-30,164.68,37.71,0
665,491,771,2024-02-29,1660.04,42.27,5
666,135,924,2024-09-08,1137.13,271.38,0
667,41,703,2025-07-14,742.47,166.84,0
668,296,81,2024-04-12,576.7,218.46,0
669,3,927,2025-04-19,1228.22,75.33,5
670,401,138,2024-08-05,495.29,58.22,0
671,194,433,2025-03-12,715.32,252.14,0
672,463,470,2024-06-27,1309.41,114.0,0
673,110,350,2023-10-02,1774.93,141.96,30
674,221,126,2025-01-19,1112.49,18.11,0
675,370,881,2025-04-12,1542.3,121.91,0
676,368,917,2023-11-26,1549.82,233.43,5
677,436,868,2024-03-20,1362.27,248.17,0
678,406,309,2023-09-23,567.09,212.64,0
679,4,855,2025-02-10,1746.9,210.73,0
680,244,230,2023-12-28,928.92,156.81,0
681,390,460,2024-06-27,184.0,166.12,0
682,166,345,2024-06-12,564.76,225.36,15
683,26,310,2024-07-02,1554.54,81.72,0
684,395,953,2023-12-26,231.35,77.14,0
685,474,20,2024-03-14,379.99,285.48,0
686,17,881,2023-09-23,1419.03,18.03,0
687,216,561,2025-06-23,1795.94,50.44,0
688,92,647,2025-02-09,1304.09,175.4,0
689,483,541,2025-03-15,522.35,223.97,0
690,31,560,2024-09-26,201.49,165.99,0
691,205,477,2023-12-15,1268.74,112.97,0
692,419,269,2025-05-20,190.06,293.61,0
693,400,3,2023-11-18,1264.17,214.12,30
694,207,770,2025-06-27,528.6,251.1,0
695,107,16,2024-11-30,1818.85,21.67,0
696,146,606,2024-02-10,1002.68,78.42,0
697,367,358,2024-01-12,525.48,118.51,0
698,101,646,2024-07-26,1720.98,62.95,0
699,368,813,2025-07-04,582.67,31.14,0
700,318,839,2024-11-10,682.54,75.28,0
701,368,133,2024-02-03,1685.13,164.75,0
702,241,312,2024-01-02,686.7,211.77,5
703,489,967,2024-08-07,879.31,234.47,0
704,411,482,2024-08-05,760.56,22.45,0
705,247,895,2023-09-11,321.16,134.12,0
706,163,544,2023-12-08,173.9,45.44,0
707,372,305,2023-08-08,1476.63,135.05,0
708,173,269,2025-06-12,1325.76,135.85,0
709,35,414,2025-01-03,636.5,154.48,0
710,284,25,2025-06-19,661.64,268.92,0
711,359,981,2024-11-12,1895.51,243.48,0
712,381,316,2024-05-28,1976.58,194.65,0
713,358,571,2024-09-24,999.53,266.77,5
714,393,725,2023-08-15,1624.66,206.76,0
715,460,668,2024-10-21,1499.7,247.47,0
716,399,826,2025-07-09,664.9,173.5,10
717,21,276,2024-06-09,211.27,162.31,0
718,308,930,2025-03-10,370.86,219.99,0
719,163,389,2025-05-11,1692.76,15.71,0
720,490,722,2024-02-07,1489.31,210.21,0
721,97,444,2025-01-21,1362.24,281.01,0
722,307,999,2024-04-16,348.23,217.04,0
723,339,427,2024-06-27,1315.87,20.67,0
724,55,57,2024-07-06,1567.09,119.59,0
725,471,697,2024-05-05,1735.14,244.78,0
726,333,971,2024-09-28,125.14,288.0,0
727,127,566,2024-11-06,1400.5,117.35,0
728,428,721,2023-11-18,136.29,253.95,0
729,193,368,2023-12-30,1443.06,260.5,5
730,243,941,2024-10-18,1307.68,45.75,10
731,349,342,2025-03-16,381.86,255.28,0
732,88,805,2024-09-11,1555.63,104.03,0
733,336,852,2023-08-27,229.86,182.04,0
734,409,304,2024-10-08,1670.16,166.3,0
735,215,764,2025-03-13,597.67,202.29,0
736,92,374,2024-09-17,1408.82,224.73,0
737,303,950,2023-09-26,1855.01,137.86,0
738,464,816,2023-11-11,745.67,267.61,0
739,235,112,2025-04-06,1055.5,244.75,0
740,184,878,2024-05-17,979.92,237.77,0
741,38,6,2023-12-05,399.46,142.89,0
742,139,930,2025-07-12,1221.59,20.9,0
743,195,703,2024-06-03,1511.7,152.75,0
744,15,846,2024-08-11,1842.06,270.55,0
745,257,944,2023-11-22,1716.52,65.23,0
746,135,279,2025-02-13,1069.04,294.95,0
747,1,382,2025-03-28,1466.13,244.23,0
748,49,852,2024-10-21,1621.49,215.85,0
749,96,13,2024-10-16,1037.63,206.38,0
750,201,303,2025-01-10,319.31,180.24,0
751,413,556,2024-07-19,932.07,218.99,0
752,26,617,2023-09-27,1700.71,132.35,0
753,343,160,2024-08-09,1233.62,255.13,0
754,429,154,2024-01-31,1476.47,211.94,0
755,235,754,2024-11-20,452.01,233.66,0
756,349,181,2024-10-01,1932.24,239.82,0
757,244,526,2024-06-02,867.75,36.7,0
758,358,180,2024-08-01,1341.91,26.14,0
759,481,377,2024-06-08,135.86,242.29,0
760,327,804,2024-04-15,341.91,85.22,5
761,396,776,2023-10-15,1585.87,178.77,5
762,351,168,2025-06-03,1939.14,138.68,0
763,416,214,2024-06-27,708.11,16.39,0
764,374,150,2024-11-11,170.64,21.68,0
765,404,16,2024-02-06,785.65,249.87,0
766,375,91,2024-10-22,133.19,186.23,0
767,51,120,2025-06-16,465.51,161.91,0
768,81,956,2024-01-06,1529.7,283.86,0
769,36,253,2024-08-04,1880.47,60.2,0
770,67,60,2023-12-14,266.15,84.81,0
771,129,266,2024-10-23,1160.01,229.45,0
772,370,409,2023-08-17,582.37,234.82,0
773,155,31,2024-12-31,364.21,127.42,0
774,245,21,2024-12-22,516.06,285.78,0
775,111,731,2023-11-23,1197.75,282.09,0
776,168,593,2025-07-07,223.76,13.6,5
777,481,289,2023-09-18,925.02,59.98,0
778,468,543,2024-07-14,356.93,247.86,5
779,142,498,2025-07-04,618.09,107.21,0
780,356,746,2023-09-10,462.43,37.68,0
781,197,474,2023-12-20,1777.65,237.65,0
782,471,405,2024-04-28,1445.22,141.83,0
783,109,548,2023-11-10,1750.08,152.8,0
784,376,961,2024-07-31,828.58,64.05,0
785,79,132,2025-05-08,695.49,201.66,0
786,390,324,2025-04-11,823.12,169.86,0
787,161,858,2024-02-29,135.24,69.94,0
788,439,132,2023-12-16,1476.94,108.7,0
789,19,521,2025-06-08,764.57,183.09,0
790,127,30,2025-04-02,695.32,278.21,0
791,205,627,2025-03-26,1236.47,276.91,0
792,29,301,2025-02-25,928.87,93.49,0
793,445,4,2025-04-06,1963.6,223.33,0
794,454,325,2025-07-24,776.88,234.9,0
795,207,509,2025-01-06,1266.4,244.56,0
796,464,237,2025-05-16,692.14,175.52,0
797,280,535,2024-01-03,1982.13,13.05,0
798,151,16,2023-09-08,945.71,230.89,0
799,240,534,2023-08-12,1304.84,40.91,0
800,266,997,2025-05-11,340.77,43.89,0
801,182,584,2024-11-17,1492.75,185.63,0
802,105,816,2025-05-04,611.5,295.22,0
803,425,446,2024-07-18,952.37,80.34,0
804,433,993,2024-10-09,1777.95,197.29,0
805,401,503,2025-02-24,1944.05,98.06,15
806,497,956,2024-12-09,906.69,270.63,0
807,440,230,2024-11-17,1686.13,182.12,0
808,236,107,2025-07-29,201.36,70.17,0
809,173,720,2024-10-26,1710.39,86.02,0
810,158,389,2024-03-12,1296.07,135.42,0
811,172,720,2025-03-29,1028.54,45.39,0
812,494,263,2024-08-14,1790.93,32.83,5
813,458,563,2025-01-15,1706.14,207.22,0
814,311,65,2023-08-18,664.2,128.08,0
815,403,265,2024-03-03,1603.83,220.61,0
816,157,338,2024-10-22,289.03,41.92,0
817,258,301,2023-09-10,1663.25,186.86,0
818,164,378,2025-06-18,1383.37,138.56,0
819,147,175,2024-02-13,266.95,26.82,0
820,391,963,2024-01-10,1397.85,167.99,0
821,154,152,2025-04-11,1202.99,34.01,0
822,463,476,2025-06-21,1229.65,250.04,30
823,367,266,2023-12-04,652.64,193.27,0
824,38,329,2023-10-24,606.34,171.52,0
825,131,973,2025-03-04,1548.82,48.71,0
826,358,816,2024-09-28,587.95,93.36,0
827,255,163,2024-01-01,947.9,152.93,5
828,208,438,2023-09-09,1420.1,193.65,0
829,450,343,2023-11-11,251.27,63.14,0
830,95,367,2023-12-19,1229.64,12.57,0
831,348,465,2025-03-15,1219.82,109.98,0
832,327,750,2024-04-02,1400.03,150.03,0
833,478,199,2025-05-16,802.86,63.49,0
834,171,500,2023-09-08,953.06,152.73,0
835,250,16,2025-02-09,726.94,108.16,0
836,190,821,2025-01-05,1635.52,141.98,0
837,199,296,2024-02-13,348.16,110.76,5
838,484,868,2025-06-04,1929.61,192.26,30
839,221,511,2024-06-15,1306.19,22.44,0
840,24,788,2023-09-23,1785.12,59.56,5
841,244,984,2024-09-14,909.84,135.5,0
842,423,239,2024-12-24,731.33,113.33,0
843,324,581,2024-01-19,1811.38,123.57,15
844,128,301,2025-06-09,287.86,243.09,0
845,93,6,2025-02-19,322.5,267.04,0
846,300,220,2024-03-01,668.76,82.11,5
847,133,766,2025-03-19,1923.57,252.55,0
848,55,453,2025-07-17,1302.83,143.05,0
849,477,433,2024-01-09,1152.97,89.41,0
850,158,807,2025-02-04,1440.18,295.78,0
851,29,870,2023-09-08,893.2,249.19,0
852,410,386,2023-09-30,1540.34,298.33,0
853,211,619,2024-01-12,847.14,58.78,0
854,154,295,2023-07-31,1670.09,51.71,0
855,293,118,2024-05-16,607.86,155.98,0
856,475,405,2025-05-22,627.34,195.21,0
857,222,680,2024-01-18,1092.53,59.61,0
858,115,997,2024-02-12,918.45,259.52,0
859,437,763,2025-01-21,1331.42,164.28,0
860,158,594,2024-09-13,792.15,129.17,10
861,259,566,2023-09-21,538.05,184.6,0
862,251,752,2025-05-12,992.64,194.14,30
863,122,878,2024-03-31,1165.82,22.41,0
864,299,12,2024-11-23,370.94,299.97,0
865,263,209,2025-04-01,1157.77,115.54,0
866,381,165,2024-08-09,706.59,27.85,0
867,49,878,2024-04-10,845.66,257.17,0
868,377,294,2024-07-23,630.7,297.98,0
869,329,911,2025-07-16,1869.68,246.74,0
870,297,519,2024-01-20,1398.34,257.05,0
871,362,78,2024-10-26,598.67,191.52,15
872,77,434,2025-06-23,1325.56,277.47,0
873,463,577,2023-08-28,1712.29,20.36,30
874,438,614,2023-08-10,863.1,232.35,0
875,127,963,2025-06-06,1676.92,204.51,0
876,197,869,2024-02-10,393.39,24.38,0
877,221,812,2025-02-05,1663.28,167.75,5
878,483,799,2025-03-30,1126.56,159.37,0
879,91,683,2025-05-30,523.65,210.54,0
880,411,77,2025-07-04,873.57,32.48,0
881,8,48,2023-08-06,1977.19,243.53,0
882,32,767,2025-07-11,1588.76,50.43,0
883,468,82,2024-11-07,1192.66,131.41,0
884,320,895,2024-05-27,318.81,265.57,0
885,394,721,2023-07-30,893.84,172.55,0
886,269,209,2025-01-10,599.8,120.08,5
887,191,445,2024-03-16,234.9,23.98,0
888,349,971,2024-08-02,1130.19,204.96,0
889,163,596,2024-01-04,1789.45,296.1,30
890,61,522,2023-09-13,1383.64,274.42,0
891,438,29,2025-01-12,574.39,218.02,0
892,264,304,2025-01-15,1189.81,40.53,5
893,285,994,2024-07-06,1892.15,79.44,0
894,95,465,2025-05-31,1473.54,64.19,0
895,41,502,2024-03-05,1410.0,113.08,0
896,414,446,2025-01-08,1939.5,78.3,0
897,470,628,2025-05-21,1617.86,80.89,0
898,149,490,2023-11-27,359.58,188.85,0
899,204,781,2025-06-06,760.51,102.42,0
900,267,428,2025-04-14,1933.77,206.38,5
901,2,559,2025-05-01,1030.44,284.89,0
902,178,359,2023-11-22,312.11,195.16,0
903,425,960,2024-12-17,971.35,227.98,0
904,194,91,2025-03-30,1424.29,227.96,5
905,482,53,2024-08-18,1995.34,105.9,5
906,387,730,2025-07-10,715.42,14.34,5
907,336,860,2024-12-20,1076.77,25.96,5
908,435,589,2025-01-30,1771.39,91.8,0
909,196,204,2023-11-25,775.01,209.97,0
910,343,556,2024-02-02,307.6,272.94,0
911,249,156,2023-09-06,1902.98,288.05,0
912,498,2,2025-03-26,1028.04,17.5,0
913,212,357,2025-02-13,1055.29,297.13,0
914,153,825,2024-02-26,1280.28,103.52,0
915,158,569,2024-02-16,106.72,254.46,10
916,466,802,2024-02-11,1869.15,62.29,0
917,362,983,2025-03-13,786.76,28.24,0
918,139,58,2024-07-12,854.17,119.72,0
919,221,254,2024-06-19,430.81,259.09,0
920,273,180,2024-01-04,818.49,74.04,0
921,154,493,2025-01-01,1627.49,54.65,0
922,249,669,2024-11-08,1619.98,273.84,0
923,279,35,2024-02-29,1878.01,282.12,0
924,440,75,2025-05-16,866.14,13.64,0
925,436,944,2024-10-11,1446.57,220.96,0
926,304,289,2024-02-22,1063.75,99.67,0
927,276,371,2025-04-06,1627.64,118.66,0
928,493,587,2024-02-01,1453.83,146.04,0
929,2,329,2024-02-16,799.02,133.77,0
930,88,590,2024-02-04,739.68,159.34,0
931,287,767,2023-09-12,579.64,178.88,0
932,411,777,2024-07-16,1195.38,145.02,15
933,130,999,2024-02-26,1931.3,213.45,10
934,78,304,2025-07-17,480.13,218.39,0
935,260,579,2025-03-12,280.98,137.7,0
936,241,221,2024-07-24,326.86,51.31,0
937,141,979,2025-07-14,1587.89,195.79,0
938,228,164,2025-02-16,765.2,234.16,0
939,163,480,2024-03-31,526.3,195.05,0
940,236,455,2024-01-02,770.4,180.54,0
941,128,375,2025-04-14,1326.13,76.53,0
942,200,220,2024-09-28,1138.9,197.09,15
943,450,684,2024-12-11,1512.82,107.11,0
944,390,254,2025-01-29,744.24,276.67,0
945,31,722,2025-03-10,958.85,199.58,0
946,138,188,2024-11-25,293.74,90.67,0
947,492,191,2024-07-05,238.81,147.15,0
948,21,389,2024-09-24,978.28,255.51,0
949,234,215,2024-01-19,673.03,107.28,0
950,202,375,2024-06-02,1264.32,162.38,0
951,279,86,2024-01-20,181.7,207.1,0
952,131,474,2025-06-14,331.36,228.81,0
953,416,618,2025-04-30,1743.86,60.43,0
954,148,844,2024-06-01,1175.99,173.89,0
955,458,808,2023-10-11,1452.9,274.54,0
956,29,531,2024-08-06,1699.75,290.82,0
957,361,47,2025-06-02,981.29,200.28,0
958,308,65,2023-12-06,1546.01,295.26,0
959,371,963,2024-07-30,1096.71,175.51,0
960,430,475,2024-08-23,523.22,138.36,0
961,162,146,2025-07-24,741.55,169.96,0
962,357,946,2024-05-23,1031.67,43.56,5
963,340,798,2024-05-26,702.08,126.5,0
964,61,382,2024-12-21,737.5,142.94,0
965,125,66,2024-04-25,741.05,256.1,0
966,456,517,2024-08-02,333.4,230.01,5
967,71,93,2025-05-03,260.82,184.41,10
968,326,865,2023-08-17,188.34,110.71,0
969,395,426,2023-09-09,310.82,64.24,0
970,364,468,2025-07-15,753.04,110.85,5
971,466,94,2023-08-22,1228.36,207.14,0
972,243,618,2024-08-17,457.48,86.28,5
973,490,133,2023-10-22,1787.22,133.8,0
974,249,434,2024-03-29,1635.93,122.16,10
975,221,341,2023-08-10,1089.0,232.02,5
976,473,314,2024-12-19,1476.0,266.3,0
977,447,591,2024-02-23,796.02,212.82,0
978,21,212,2023-12-04,169.88,109.06,0
979,494,520,2025-02-18,1818.23,135.62,0
980,387,159,2024-08-02,342.81,51.57,0
981,82,268,2025-05-19,1901.08,58.75,0
982,344,661,2024-03-11,1186.58,57.64,0
983,367,862,2024-11-02,680.57,47.87,15
984,486,958,2024-06-12,1041.5,62.08,0
985,10,603,2024-01-25,1053.1,68.78,0
986,411,748,2025-07-21,144.25,42.44,5
987,12,474,2024-08-27,775.37,195.68,5
988,263,801,2025-03-21,1505.75,297.22,0
989,145,410,2024-12-29,1069.13,264.96,0
990,449,474,2025-04-11,564.04,23.22,5
991,192,356,2024-08-03,736.71,132.69,0
992,250,680,2024-04-04,1739.8,259.2,10
993,114,193,2024-12-31,1098.54,49.06,10
994,26,699,2023-11-16,1103.87,255.82,5
995,271,271,2025-05-16,1926.79,181.88,0
996,499,114,2024-07-10,709.67,280.08,5
997,33,897,2024-11-20,1011.13,264.05,0
998,62,523,2024-08-19,1642.26,206.34,0
999,229,55,2024-05-12,1541.93,200.77,5
1000,303,770,2024-04-06,605.02,71.82,0
1001,95,65,2023-09-12,387.07,43.86,0
1002,35,991,2023-11-25,1431.34,130.46,5
1003,193,684,2025-06-24,589.55,64.11,5
1004,456,272,2025-06-20,1853.08,39.7,5
1005,76,502,2023-11-04,345.57,97.67,0
1006,379,662,2024-07-22,704.8,259.54,0
1007,249,362,2024-02-13,204.1,14.97,0
1008,83,146,2024-10-29,1436.28,94.86,0
1009,25,943,2025-07-11,1793.4,132.98,0
1010,57,209,2024-09-19,1308.16,158.07,0
1011,32,286,2024-05-14,1881.73,62.66,0
1012,319,10,2025-03-01,344.16,289.62,30
1013,12,739,2025-06-18,266.69,177.87,0
1014,319,186,2024-02-12,1692.98,161.41,0
1015,333,574,2025-01-17,1725.47,12.56,0
1016,92,597,2023-09-29,1678.98,150.86,0
1017,1,464,2023-12-29,1618.03,252.92,0
1018,435,134,2023-10-07,788.23,73.7,0
1019,326,835,2023-10-25,513.18,111.85,0
1020,136,809,2023-09-13,1864.73,15.97,5
1021,196,171,2024-10-19,683.3,293.31,0
1022,133,213,2024-09-20,856.97,29.33,0
1023,473,973,2024-08-30,1429.16,270.48,0
1024,86,530,2023-10-19,657.38,100.77,5
1025,476,826,2025-01-02,1656.35,180.39,0
1026,295,502,2024-01-21,233.07,207.0,10
1027,279,572,2024-09-24,1603.25,50.84,10
1028,324,600,2024-07-01,1243.52,138.69,0
1029,180,27,2025-07-20,1188.69,104.39,0
1030,4,68,2025-04-27,970.92,26.41,0
1031,126,790,2024-03-10,626.39,251.63,15
1032,175,408,2025-05-20,981.73,23.1,0
1033,251,552,2024-07-20,955.05,199.44,0
1034,21,109,2024-08-13,1209.13,101.08,0
1035,485,74,2025-06-09,634.99,65.72,0
1036,440,578,2023-09-11,247.43,203.45,0
1037,105,680,2024-10-22,375.67,176.62,0
1038,66,262,2025-01-05,1428.44,101.42,0
1039,443,368,2025-07-27,142.74,158.76,0
1040,263,786,2025-03-30,1727.24,81.41,0
1041,49,849,2024-06-01,1419.35,260.47,0
1042,16,870,2024-06-07,1559.36,101.01,0
1043,145,237,2024-01-26,1688.37,81.09,5
1044,340,727,2025-04-14,333.15,228.03,0
1045,250,366,2025-04-05,1662.66,15.1,0
1046,343,286,2025-04-20,1058.82,87.72,0
1047,354,378,2024-08-03,1782.5,118.86,0
1048,75,661,2024-02-22,1784.51,265.85,0
1049,290,830,2024-12-13,145.94,285.63,0
1050,417,906,2025-06-20,827.44,217.78,0
1051,282,376,2025-02-23,1100.16,152.83,5
1052,66,619,2024-01-25,1388.88,195.78,0
1053,125,653,2025-01-29,643.75,130.06,0
1054,319,76,2024-04-30,579.07,96.66,5
1055,87,9,2024-12-25,824.4,285.7,0
1056,41,196,2025-07-10,1051.78,43.46,0
1057,470,807,2025-02-06,1907.18,110.45,0
1058,186,792,2023-08-02,1548.01,270.74,0
1059,354,893,2025-04-21,915.71,219.71,0
1060,380,630,2025-05-05,203.3,18.44,30
1061,335,290,2024-04-07,420.19,16.7,0
1062,266,999,2025-06-06,966.26,159.79,0
1063,271,61,2025-02-19,1646.27,150.43,0
1064,42,937,2024-09-26,823.32,138.47,0
1065,93,389,2024-04-10,1123.14,97.68,10
1066,185,847,2025-07-09,1794.43,296.13,0
1067,215,818,2024-05-02,1836.21,88.88,5
1068,17,900,2024-02-08,509.97,152.11,0
1069,444,563,2024-03-16,182.83,127.42,5
1070,265,564,2024-08-29,680.28,59.37,0
1071,114,634,2023-12-24,1422.02,68.76,5
1072,292,679,2024-07-20,1907.11,276.31,0
1073,457,8,2023-09-26,246.36,258.9,0
1074,464,369,2024-02-28,154.12,67.72,0
1075,292,45,2023-10-08,1779.88,263.94,0
1076,48,344,2025-02-23,1521.48,70.66,5
1077,307,757,2024-02-22,1985.27,191.7,0
1078,97,796,2024-02-15,853.91,33.57,5
1079,375,375,2024-03-21,890.5,265.31,0
1080,95,619,2025-02-14,427.39,24.94,0
1081,326,27,2023-11-04,320.11,170.93,5
1082,74,193,2024-08-16,1199.56,236.12,0
1083,336,930,2024-11-01,792.14,43.88,0
1084,68,849,2024-04-09,252.6,127.3,15
1085,246,357,2025-03-01,1785.28,22.17,0
1086,406,62,2024-09-15,476.88,208.0,0
1087,77,62,2024-07-02,1522.31,99.16,0
1088,208,422,2025-06-10,636.23,172.22,5
1089,372,794,2023-09-28,1644.52,280.49,15
1090,254,633,2024-10-25,324.95,98.7,15
1091,221,792,2025-05-19,1536.54,24.1,0
1092,262,551,2025-01-08,286.43,205.93,0
1093,410,380,2023-08-01,949.14,238.18,0
1094,331,277,2024-03-28,1494.61,287.78,0
1095,344,606,2024-12-27,429.11,55.76,0
1096,477,431,2024-11-14,642.76,123.72,0
1097,259,115,2023-11-10,1743.06,254.8,5
1098,308,688,2025-03-11,1781.73,243.99,5
1099,74,121,2024-12-26,185.38,191.19,0
1100,125,525,2025-02-03,419.37,88.12,30
1101,188,997,2024-02-10,323.2,92.37,15
1102,254,899,2025-02-01,441.42,45.96,0
1103,447,416,2023-11-23,1943.36,277.34,0
1104,321,163,2025-07-21,1148.14,60.15,0
1105,308,787,2024-07-21,989.41,176.14,0
1106,235,910,2025-03-24,1970.49,179.46,0
1107,474,688,2024-12-07,1158.22,117.19,0
1108,250,982,2024-08-19,1356.12,112.23,10
1109,332,337,2023-10-04,732.26,203.89,0
1110,398,379,2024-09-25,826.02,122.61,0
1111,345,324,2024-12-23,1229.38,83.98,0
1112,72,173,2024-10-28,232.59,125.75,0
1113,235,1000,2025-06-14,586.18,244.22,0
1114,324,787,2024-01-20,473.94,290.28,0
1115,156,64,2024-02-20,130.2,194.43,30
1116,455,101,2024-10-07,1120.11,236.81,0
1117,394,322,2024-04-07,1166.0,164.52,5
1118,115,975,2024-02-09,829.48,191.2,0
1119,313,66,2024-06-19,610.58,296.55,0
1120,228,843,2024-07-02,1338.91,137.14,0
1121,322,557,2024-06-13,355.85,29.21,0
1122,346,599,2024-07-03,1085.37,287.53,5
1123,245,458,2024-12-04,1559.34,239.99,0
1124,306,579,2024-08-09,412.17,125.51,0
1125,14,453,2023-11-09,1531.19,294.89,0
1126,16,259,2024-08-21,1545.51,110.21,0
1127,438,934,2024-11-30,213.86,117.91,0
1128,427,717,2024-06-18,135.69,186.82,0
1129,42,426,2023-07-31,1950.48,89.56,0
1130,465,979,2024-02-08,467.43,212.59,0
1131,110,936,2024-12-09,1662.06,54.33,5
1132,278,178,2024-11-13,1167.52,41.33,0
1133,324,931,2024-12-06,602.5,165.11,0
1134,19,280,2024-04-05,346.94,171.09,0
1135,66,344,2024-03-18,1043.69,40.93,0
1136,167,17,2023-09-03,873.97,289.61,0
1137,73,296,2024-09-20,1427.88,176.25,0
1138,403,202,2024-03-14,1817.92,53.8,0
1139,400,962,2025-03-20,1629.97,100.32,0
1140,310,684,2024-09-18,621.46,242.07,0
1141,409,919,2024-04-22,1769.97,161.74,0
1142,112,774,2024-03-26,1683.44,64.56,0
1143,274,194,2024-08-04,1865.36,39.83,5
1144,407,149,2025-03-28,971.46,134.92,0
1145,373,375,2023-11-19,1560.29,107.85,0
1146,85,888,2025-03-10,1224.15,200.22,0
1147,139,35,2023-12-31,689.96,278.32,0
1148,39,369,2024-04-20,1989.42,81.84,0
1149,105,29,2025-01-17,172.78,258.02,10
1150,324,775,2024-04-05,408.32,276.93,10
1151,281,221,2023-12-03,1795.83,271.58,0
1152,447,53,2024-08-02,215.07,286.1,0
1153,480,933,2024-04-09,1784.96,254.21,0
1154,414,791,2023-08-28,1458.92,182.11,0
1155,429,353,2025-02-24,169.7,128.86,30
1156,123,392,2024-04-13,915.71,152.59,5
1157,218,76,2025-02-21,1533.5,263.06,0
1158,377,494,2024-04-29,1207.89,97.41,0
1159,61,688,2025-07-22,1878.16,56.19,0
1160,100,522,2025-06-12,1748.52,50.84,0
1161,307,975,2025-07-26,732.03,249.83,0
1162,354,117,2025-01-08,260.79,230.83,0
1163,393,280,2025-01-19,1894.09,154.32,0
1164,204,730,2025-02-21,1082.84,89.71,0
1165,258,175,2023-11-22,241.36,206.51,0
1166,486,746,2024-11-14,1651.49,21.15,5
1167,5,949,2024-10-22,1750.16,174.79,5
1168,446,764,2024-01-11,1314.91,125.54,0
1169,197,295,2024-12-29,950.27,293.58,0
1170,180,451,2024-11-12,1358.13,157.19,0
1171,342,834,2023-11-21,1442.7,170.16,15
1172,133,518,2025-05-20,1796.76,216.59,0
1173,443,21,2024-04-19,1916.14,150.52,10
1174,324,73,2025-05-15,1077.21,75.12,0
1175,253,842,2023-09-11,1617.14,165.81,0
1176,265,36,2024-08-19,1932.57,283.84,0
